10ClassKind,icd10Code,11ClassKind,icd11Code
category,T87.6,category,NE85.6
category,T88,category,NE8Z
category,T88.0,category,8A42.Z
category,T88.0,category,8B41
category,T88.0,category,NE80.3
category,T88.1,category,NE80.Z
category,T88.2,category,MG40.Z
category,T88.3,category,NE86
category,T88.4,category,NE87
category,T88.5,category,NE8Z
category,T88.6,category,4A84.1
category,T88.7,category,NE6Z
category,T88.7,category,EK12
category,T88.7,category,4A85.04
category,T88.7,category,4A85.0Z
category,T88.7,category,EH78
category,T88.7,category,EH77
category,T88.8,category,NE8Z
category,T88.9,category,NE8Z
block,T90-T98,category,PL2Z
category,T90,category,NA0Z
category,T90.0,category,NA00.Z
category,T90.1,category,NA01.Z
category,T90.2,category,NA02.Z
category,T90.3,category,NA04.Z
category,T90.4,category,NA06.Z
category,T90.5,category,NA07.Z
category,T90.8,category,NA08.Z
category,T90.8,category,NA09.Z
category,T90.8,category,NA0A
category,T90.9,category,NA0Z
category,T91,category,NA6Z
category,T91,category,NB3Z
category,T91,category,NB9Z
category,T91.0,category,NA20.Z
category,T91.0,category,NA80.Z
category,T91.0,category,NB50.Z
category,T91.1,category,ND50
category,T91.2,category,NA82.Z
category,T91.2,category,NB52.Z
category,T91.3,block,
category,T91.3,category,ND36
category,T91.3,category,NB2Z
category,T91.3,category,ND51.Z
category,T91.3,category,NB6Z
category,T91.4,category,NB31.Z
category,T91.4,category,NB32.Z
category,T91.4,category,ND36
category,T91.5,category,NB9Z
category,T91.8,category,NA0Z
category,T91.8,category,NA6Z
category,T91.9,category,NA0Z
category,T91.9,category,NA6Z
category,T92,category,NC1Z
category,T92,category,NC3Z
category,T92,category,NC5Z
category,T92.0,category,NC11.Z
category,T92.0,category,NC52
category,T92.0,category,NC31.Z
category,T92.1,category,NC12.Z
category,T92.1,category,NC32.Z
category,T92.2,category,NC53.Z
category,T92.3,category,NC13.Z
category,T92.3,category,NC54.Z
category,T92.3,category,NC33.Z
category,T92.3,category,ND53.Z
category,T92.4,category,NC14.Z
category,T92.4,category,NC55.Z
category,T92.4,category,NC34.Z
category,T92.5,category,NC16.Z
category,T92.5,category,NC36.Z
category,T92.5,category,NC57.Z
category,T92.6,category,NC17
category,T92.6,category,NC37.Z
category,T92.6,category,NC58.Z
category,T92.8,category,NC1Z
category,T92.8,category,NC3Z
category,T92.8,category,NC5Z
category,T92.9,category,NC1Z
category,T92.9,category,NC3Z
category,T92.9,category,NC5Z
category,T93,category,NC7Z
category,T93,category,NC9Z
category,T93,category,ND1Z
category,T93.0,category,NC71.Z
category,T93.0,category,NC91.Z
category,T93.0,category,ND12.Z
category,T93.1,category,NC72.Z
category,T93.2,category,NC92.Z
category,T93.2,category,ND13.Z
category,T93.3,category,NC73
category,T93.3,category,ND14.Z
category,T93.3,category,NC93.Z
category,T93.4,category,NC74.Z
category,T93.4,category,ND15.Z
category,T93.4,category,NC94.Z
category,T93.5,category,NC76.Z
category,T93.5,category,NC96.Z
category,T93.5,category,ND17.Z
category,T93.6,category,NC77.Z
category,T93.6,category,NC97.Z
category,T93.6,category,ND18.Z
category,T93.8,category,NC7Z
category,T93.8,category,NC9Z
category,T93.8,category,ND1Z
category,T93.9,category,NC7Z
category,T93.9,category,NC9Z
category,T93.9,category,ND1Z
category,T94,block,
category,T94.0,block,
category,T94.1,category,ND5Z
category,T95,category,NE2Z
category,T95,category,NE4Z
category,T95.0,category,ND90.Z
category,T95.0,category,NE40
category,T95.0,category,NE41
category,T95.1,category,ND92.Z
category,T95.1,category,NE40
category,T95.2,category,ND94.Z
category,T95.2,category,ND95.Z
category,T95.2,category,NE40
category,T95.2,category,NE41
category,T95.3,category,ND96.Z
category,T95.3,category,ND97.Z
category,T95.3,category,NE40
category,T95.3,category,NE41
category,T95.4,category,XJ8HG
category,T95.8,category,NE2Z
category,T95.8,category,NE4Z
category,T95.9,category,NE2Z
category,T95.9,category,NE4Z
category,T96,category,NE60
category,T97,category,NE61
category,T98,category,NF2Z
category,T98.0,category,ND7Z
category,T98.1,category,NF0Z
category,T98.2,category,NF0A
category,T98.3,category,NE8Z
chapter,XX,category,PL2Z
block,V01-X59,category,PB6Z
block,V01-V99,category,PB6Z
block,V01-V09,category,PF40
category,V01,category,PF40
modifiedcategory,V01.0,category,PF40
modifiedcategory,V01.1,category,PF40
modifiedcategory,V01.9,category,PF40
category,V02,category,PF40
modifiedcategory,V02.0,category,PF40
modifiedcategory,V02.1,category,PF40
modifiedcategory,V02.9,category,PF40
category,V03,category,PF40
modifiedcategory,V03.0,category,PF40
modifiedcategory,V03.1,category,PF40
modifiedcategory,V03.9,category,PF40
category,V04,category,PF40
modifiedcategory,V04.0,category,PF40
modifiedcategory,V04.1,category,PF40
modifiedcategory,V04.9,category,PF40
category,V05,category,PF40
modifiedcategory,V05.0,category,PF40
modifiedcategory,V05.1,category,PF40
modifiedcategory,V05.9,category,PF40
category,V06,category,PF40
modifiedcategory,V06.0,category,PF40
modifiedcategory,V06.1,category,PF40
modifiedcategory,V06.9,category,PF40
category,V09,category,PF40
category,V09.0,category,PF40
category,V09.1,category,PF40
category,V09.2,category,PF40
category,V09.3,category,PF40
category,V09.9,category,PF40
block,V10-V19,category,PB6Z
category,V10,category,PB6Z
modifiedcategory,V10.0,category,PB6Z
modifiedcategory,V10.1,category,PB6Z
modifiedcategory,V10.2,category,PB6Z
modifiedcategory,V10.3,category,PB6Z
modifiedcategory,V10.4,category,PB6Z
modifiedcategory,V10.5,category,PB6Z
modifiedcategory,V10.9,category,PB6Z
category,V11,category,PB6Z
modifiedcategory,V11.0,category,PB6Z
modifiedcategory,V11.1,category,PB6Z
modifiedcategory,V11.2,category,PB6Z
modifiedcategory,V11.3,category,PB6Z
modifiedcategory,V11.4,category,PB6Z
modifiedcategory,V11.5,category,PB6Z
modifiedcategory,V11.9,category,PB6Z
category,V12,category,PB6Z
modifiedcategory,V12.0,category,PB6Z
modifiedcategory,V12.1,category,PB6Z
modifiedcategory,V12.2,category,PB6Z
modifiedcategory,V12.3,category,PB6Z
modifiedcategory,V12.4,category,PB6Z
modifiedcategory,V12.5,category,PB6Z
modifiedcategory,V12.9,category,PB6Z
category,V13,category,PB6Z
modifiedcategory,V13.0,category,PB6Z
modifiedcategory,V13.1,category,PB6Z
modifiedcategory,V13.2,category,PB6Z
modifiedcategory,V13.3,category,PB6Z
modifiedcategory,V13.4,category,PB6Z
modifiedcategory,V13.5,category,PB6Z
modifiedcategory,V13.9,category,PB6Z
category,V14,category,PB6Z
modifiedcategory,V14.0,category,PB6Z
modifiedcategory,V14.1,category,PB6Z
modifiedcategory,V14.2,category,PB6Z
modifiedcategory,V14.3,category,PB6Z
modifiedcategory,V14.4,category,PB6Z
modifiedcategory,V14.5,category,PB6Z
modifiedcategory,V14.9,category,PB6Z
category,V15,category,PB6Z
modifiedcategory,V15.0,category,PB6Z
modifiedcategory,V15.1,category,PB6Z
modifiedcategory,V15.2,category,PB6Z
modifiedcategory,V15.3,category,PB6Z
modifiedcategory,V15.4,category,PB6Z
modifiedcategory,V15.5,category,PB6Z
modifiedcategory,V15.9,category,PB6Z
category,V16,category,PB6Z
modifiedcategory,V16.0,category,PB6Z
modifiedcategory,V16.1,category,PB6Z
modifiedcategory,V16.2,category,PB6Z
modifiedcategory,V16.3,category,PB6Z
modifiedcategory,V16.4,category,PB6Z
modifiedcategory,V16.5,category,PB6Z
modifiedcategory,V16.9,category,PB6Z
category,V17,category,PB6Z
modifiedcategory,V17.0,category,PB6Z
modifiedcategory,V17.1,category,PB6Z
modifiedcategory,V17.2,category,PB6Z
modifiedcategory,V17.3,category,PB6Z
modifiedcategory,V17.4,category,PB6Z
modifiedcategory,V17.5,category,PB6Z
modifiedcategory,V17.9,category,PB6Z
category,V18,category,PB6Z
modifiedcategory,V18.0,category,PB6Z
modifiedcategory,V18.1,category,PB6Z
modifiedcategory,V18.2,category,PB6Z
modifiedcategory,V18.3,category,PB6Z
modifiedcategory,V18.4,category,PB6Z
modifiedcategory,V18.5,category,PB6Z
modifiedcategory,V18.9,category,PB6Z
category,V19,category,PB6Z
category,V19.0,category,PB6Z
category,V19.1,category,PB6Z
category,V19.2,category,PB6Z
category,V19.3,category,PB6Z
category,V19.4,category,PB6Z
category,V19.5,category,PB6Z
category,V19.6,category,PB6Z
category,V19.8,category,PB6Z
category,V19.9,category,PB6Z
block,V20-V29,category,PB6Z
category,V20,category,PB6Z
modifiedcategory,V20.0,category,PB6Z
modifiedcategory,V20.1,category,PB6Z
modifiedcategory,V20.2,category,PB6Z
modifiedcategory,V20.3,category,PB6Z
modifiedcategory,V20.4,category,PB6Z
modifiedcategory,V20.5,category,PB6Z
modifiedcategory,V20.9,category,PB6Z
category,V21,category,PB6Z
modifiedcategory,V21.0,category,PB6Z
modifiedcategory,V21.1,category,PB6Z
modifiedcategory,V21.2,category,PB6Z
modifiedcategory,V21.3,category,PB6Z
modifiedcategory,V21.4,category,PB6Z
modifiedcategory,V21.5,category,PB6Z
modifiedcategory,V21.9,category,PB6Z
category,V22,category,PB6Z
modifiedcategory,V22.0,category,PB6Z
modifiedcategory,V22.1,category,PB6Z
modifiedcategory,V22.2,category,PB6Z
modifiedcategory,V22.3,category,PB6Z
modifiedcategory,V22.4,category,PB6Z
modifiedcategory,V22.5,category,PB6Z
modifiedcategory,V22.9,category,PB6Z
category,V23,category,PB6Z
modifiedcategory,V23.0,category,PB6Z
modifiedcategory,V23.1,category,PB6Z
modifiedcategory,V23.2,category,PB6Z
modifiedcategory,V23.3,category,PB6Z
modifiedcategory,V23.4,category,PB6Z
modifiedcategory,V23.5,category,PB6Z
modifiedcategory,V23.9,category,PB6Z
category,V24,category,PB6Z
modifiedcategory,V24.0,category,PB6Z
modifiedcategory,V24.1,category,PB6Z
modifiedcategory,V24.2,category,PB6Z
modifiedcategory,V24.3,category,PB6Z
modifiedcategory,V24.4,category,PB6Z
modifiedcategory,V24.5,category,PB6Z
modifiedcategory,V24.9,category,PB6Z
category,V25,category,PB6Z
modifiedcategory,V25.0,category,PB6Z
modifiedcategory,V25.1,category,PB6Z
modifiedcategory,V25.2,category,PB6Z
modifiedcategory,V25.3,category,PB6Z
modifiedcategory,V25.4,category,PB6Z
modifiedcategory,V25.5,category,PB6Z
modifiedcategory,V25.9,category,PB6Z
category,V26,category,PB6Z
modifiedcategory,V26.0,category,PB6Z
modifiedcategory,V26.1,category,PB6Z
modifiedcategory,V26.2,category,PB6Z
modifiedcategory,V26.3,category,PB6Z
modifiedcategory,V26.4,category,PB6Z
modifiedcategory,V26.5,category,PB6Z
modifiedcategory,V26.9,category,PB6Z
category,V27,category,PB6Z
modifiedcategory,V27.0,category,PB6Z
modifiedcategory,V27.1,category,PB6Z
modifiedcategory,V27.2,category,PB6Z
modifiedcategory,V27.3,category,PB6Z
modifiedcategory,V27.4,category,PB6Z
modifiedcategory,V27.5,category,PB6Z
modifiedcategory,V27.9,category,PB6Z
category,V28,category,PB6Z
modifiedcategory,V28.0,category,PB6Z
modifiedcategory,V28.1,category,PB6Z
modifiedcategory,V28.2,category,PB6Z
modifiedcategory,V28.3,category,PB6Z
modifiedcategory,V28.4,category,PB6Z
modifiedcategory,V28.5,category,PB6Z
modifiedcategory,V28.9,category,PB6Z
category,V29,category,PB6Z
category,V29.0,category,PB6Z
category,V29.1,category,PB6Z
category,V29.2,category,PB6Z
category,V29.3,category,PB6Z
category,V29.4,category,PB6Z
category,V29.5,category,PB6Z
category,V29.6,category,PB6Z
category,V29.8,category,PB6Z
category,V29.9,category,PB6Z
block,V30-V39,category,PB6Z
category,V30,category,PB6Z
modifiedcategory,V30.0,category,PB6Z
modifiedcategory,V30.1,category,PB6Z
modifiedcategory,V30.2,category,PB6Z
modifiedcategory,V30.3,category,PB6Z
modifiedcategory,V30.4,category,PB6Z
modifiedcategory,V30.5,category,PB6Z
modifiedcategory,V30.6,category,PB6Z
modifiedcategory,V30.7,category,PB6Z
modifiedcategory,V30.9,category,PB6Z
category,V31,category,PB6Z
modifiedcategory,V31.0,category,PB6Z
modifiedcategory,V31.1,category,PB6Z
modifiedcategory,V31.2,category,PB6Z
modifiedcategory,V31.3,category,PB6Z
modifiedcategory,V31.4,category,PB6Z
modifiedcategory,V31.5,category,PB6Z
modifiedcategory,V31.6,category,PB6Z
modifiedcategory,V31.7,category,PB6Z
modifiedcategory,V31.9,category,PB6Z
category,V32,category,PB6Z
modifiedcategory,V32.0,category,PB6Z
modifiedcategory,V32.1,category,PB6Z
modifiedcategory,V32.2,category,PB6Z
modifiedcategory,V32.3,category,PB6Z
modifiedcategory,V32.4,category,PB6Z
modifiedcategory,V32.5,category,PB6Z
modifiedcategory,V32.6,category,PB6Z
modifiedcategory,V32.7,category,PB6Z
modifiedcategory,V32.9,category,PB6Z
category,V33,category,PB6Z
modifiedcategory,V33.0,category,PB6Z
modifiedcategory,V33.1,category,PB6Z
modifiedcategory,V33.2,category,PB6Z
modifiedcategory,V33.3,category,PB6Z
modifiedcategory,V33.4,category,PB6Z
modifiedcategory,V33.5,category,PB6Z
modifiedcategory,V33.6,category,PB6Z
modifiedcategory,V33.7,category,PB6Z
modifiedcategory,V33.9,category,PB6Z
category,V34,category,PB6Z
modifiedcategory,V34.0,category,PB6Z
modifiedcategory,V34.1,category,PB6Z
modifiedcategory,V34.2,category,PB6Z
modifiedcategory,V34.3,category,PB6Z
modifiedcategory,V34.4,category,PB6Z
modifiedcategory,V34.5,category,PB6Z
modifiedcategory,V34.6,category,PB6Z
modifiedcategory,V34.7,category,PB6Z
modifiedcategory,V34.9,category,PB6Z
category,V35,category,PB6Z
modifiedcategory,V35.0,category,PB6Z
modifiedcategory,V35.1,category,PB6Z
modifiedcategory,V35.2,category,PB6Z
modifiedcategory,V35.3,category,PB6Z
modifiedcategory,V35.4,category,PB6Z
modifiedcategory,V35.5,category,PB6Z
modifiedcategory,V35.6,category,PB6Z
modifiedcategory,V35.7,category,PB6Z
modifiedcategory,V35.9,category,PB6Z
category,V36,category,PB6Z
modifiedcategory,V36.0,category,PB6Z
modifiedcategory,V36.1,category,PB6Z
modifiedcategory,V36.2,category,PB6Z
modifiedcategory,V36.3,category,PB6Z
modifiedcategory,V36.4,category,PB6Z
modifiedcategory,V36.5,category,PB6Z
modifiedcategory,V36.6,category,PB6Z
modifiedcategory,V36.7,category,PB6Z
modifiedcategory,V36.9,category,PB6Z
category,V37,category,PB6Z
modifiedcategory,V37.0,category,PB6Z
modifiedcategory,V37.1,category,PB6Z
modifiedcategory,V37.2,category,PB6Z
modifiedcategory,V37.3,category,PB6Z
modifiedcategory,V37.4,category,PB6Z
modifiedcategory,V37.5,category,PB6Z
modifiedcategory,V37.6,category,PB6Z
modifiedcategory,V37.7,category,PB6Z
modifiedcategory,V37.9,category,PB6Z
category,V38,category,PB6Z
modifiedcategory,V38.0,category,PB6Z
modifiedcategory,V38.1,category,PB6Z
modifiedcategory,V38.2,category,PB6Z
modifiedcategory,V38.3,category,PB6Z
modifiedcategory,V38.4,category,PB6Z
modifiedcategory,V38.5,category,PB6Z
modifiedcategory,V38.6,category,PB6Z
modifiedcategory,V38.7,category,PB6Z
modifiedcategory,V38.9,category,PB6Z
category,V39,category,PB6Z
category,V39.0,category,PB6Z
category,V39.1,category,PB6Z
category,V39.2,category,PB6Z
category,V39.3,category,PB6Z
category,V39.4,category,PB6Z
category,V39.5,category,PB6Z
category,V39.6,category,PB6Z
category,V39.8,category,PB6Z
category,V39.9,category,PB6Z
block,V40-V49,category,PB6Z
category,V40,category,PB6Z
modifiedcategory,V40.0,category,PB6Z
modifiedcategory,V40.1,category,PB6Z
modifiedcategory,V40.2,category,PB6Z
modifiedcategory,V40.3,category,PB6Z
modifiedcategory,V40.4,category,PB6Z
modifiedcategory,V40.5,category,PB6Z
modifiedcategory,V40.6,category,PB6Z
modifiedcategory,V40.7,category,PB6Z
modifiedcategory,V40.9,category,PB6Z
category,V41,category,PB6Z
modifiedcategory,V41.0,category,PB6Z
modifiedcategory,V41.1,category,PB6Z
modifiedcategory,V41.2,category,PB6Z
modifiedcategory,V41.3,category,PB6Z
modifiedcategory,V41.4,category,PB6Z
modifiedcategory,V41.5,category,PB6Z
modifiedcategory,V41.6,category,PB6Z
modifiedcategory,V41.7,category,PB6Z
modifiedcategory,V41.9,category,PB6Z
category,V42,category,PB6Z
modifiedcategory,V42.0,category,PB6Z
modifiedcategory,V42.1,category,PB6Z
modifiedcategory,V42.2,category,PB6Z
modifiedcategory,V42.3,category,PB6Z
modifiedcategory,V42.4,category,PB6Z
modifiedcategory,V42.5,category,PB6Z
modifiedcategory,V42.6,category,PB6Z
modifiedcategory,V42.7,category,PB6Z
modifiedcategory,V42.9,category,PB6Z
category,V43,category,PB6Z
modifiedcategory,V43.0,category,PB6Z
modifiedcategory,V43.1,category,PB6Z
modifiedcategory,V43.2,category,PB6Z
modifiedcategory,V43.3,category,PB6Z
modifiedcategory,V43.4,category,PB6Z
modifiedcategory,V43.5,category,PB6Z
modifiedcategory,V43.6,category,PB6Z
modifiedcategory,V43.7,category,PB6Z
modifiedcategory,V43.9,category,PB6Z
category,V44,category,PB6Z
modifiedcategory,V44.0,category,PB6Z
modifiedcategory,V44.1,category,PB6Z
modifiedcategory,V44.2,category,PB6Z
modifiedcategory,V44.3,category,PB6Z
modifiedcategory,V44.4,category,PB6Z
modifiedcategory,V44.5,category,PB6Z
modifiedcategory,V44.6,category,PB6Z
modifiedcategory,V44.7,category,PB6Z
modifiedcategory,V44.9,category,PB6Z
category,V45,category,PB6Z
modifiedcategory,V45.0,category,PB6Z
modifiedcategory,V45.1,category,PB6Z
modifiedcategory,V45.2,category,PB6Z
modifiedcategory,V45.3,category,PB6Z
modifiedcategory,V45.4,category,PB6Z
modifiedcategory,V45.5,category,PB6Z
modifiedcategory,V45.6,category,PB6Z
modifiedcategory,V45.7,category,PB6Z
modifiedcategory,V45.9,category,PB6Z
category,V46,category,PB6Z
modifiedcategory,V46.0,category,PB6Z
modifiedcategory,V46.1,category,PB6Z
modifiedcategory,V46.2,category,PB6Z
modifiedcategory,V46.3,category,PB6Z
modifiedcategory,V46.4,category,PB6Z
modifiedcategory,V46.5,category,PB6Z
modifiedcategory,V46.6,category,PB6Z
modifiedcategory,V46.7,category,PB6Z
modifiedcategory,V46.9,category,PB6Z
category,V47,category,PB6Z
modifiedcategory,V47.0,category,PB6Z
modifiedcategory,V47.1,category,PB6Z
modifiedcategory,V47.2,category,PB6Z
modifiedcategory,V47.3,category,PB6Z
modifiedcategory,V47.4,category,PB6Z
modifiedcategory,V47.5,category,PB6Z
modifiedcategory,V47.6,category,PB6Z
modifiedcategory,V47.7,category,PB6Z
modifiedcategory,V47.9,category,PB6Z
category,V48,category,PB6Z
modifiedcategory,V48.0,category,PB6Z
modifiedcategory,V48.1,category,PB6Z
modifiedcategory,V48.2,category,PB6Z
modifiedcategory,V48.3,category,PB6Z
modifiedcategory,V48.4,category,PB6Z
modifiedcategory,V48.5,category,PB6Z
modifiedcategory,V48.6,category,PB6Z
modifiedcategory,V48.7,category,PB6Z
modifiedcategory,V48.9,category,PB6Z
category,V49,category,PB6Z
category,V49.0,category,PB6Z
category,V49.1,category,PB6Z
category,V49.2,category,PB6Z
category,V49.3,category,PB6Z
category,V49.4,category,PB6Z
category,V49.5,category,PB6Z
category,V49.6,category,PB6Z
category,V49.8,category,PB6Z
category,V49.9,category,PB6Z
block,V50-V59,category,PB6Z
category,V50,category,PB6Z
modifiedcategory,V50.0,category,PB6Z
modifiedcategory,V50.1,category,PB6Z
modifiedcategory,V50.2,category,PB6Z
modifiedcategory,V50.3,category,PB6Z
modifiedcategory,V50.4,category,PB6Z
modifiedcategory,V50.5,category,PB6Z
modifiedcategory,V50.6,category,PB6Z
modifiedcategory,V50.7,category,PB6Z
modifiedcategory,V50.9,category,PB6Z
category,V51,category,PB6Z
modifiedcategory,V51.0,category,PB6Z
modifiedcategory,V51.1,category,PB6Z
modifiedcategory,V51.2,category,PB6Z
modifiedcategory,V51.3,category,PB6Z
modifiedcategory,V51.4,category,PB6Z
modifiedcategory,V51.5,category,PB6Z
modifiedcategory,V51.6,category,PB6Z
modifiedcategory,V51.7,category,PB6Z
modifiedcategory,V51.9,category,PB6Z
category,V52,category,PB6Z
modifiedcategory,V52.0,category,PB6Z
modifiedcategory,V52.1,category,PB6Z
modifiedcategory,V52.2,category,PB6Z
modifiedcategory,V52.3,category,PB6Z
modifiedcategory,V52.4,category,PB6Z
modifiedcategory,V52.5,category,PB6Z
modifiedcategory,V52.6,category,PB6Z
modifiedcategory,V52.7,category,PB6Z
modifiedcategory,V52.9,category,PB6Z
category,V53,category,PB6Z
modifiedcategory,V53.0,category,PB6Z
modifiedcategory,V53.1,category,PB6Z
modifiedcategory,V53.2,category,PB6Z
modifiedcategory,V53.3,category,PB6Z
modifiedcategory,V53.4,category,PB6Z
modifiedcategory,V53.5,category,PB6Z
modifiedcategory,V53.6,category,PB6Z
modifiedcategory,V53.7,category,PB6Z
modifiedcategory,V53.9,category,PB6Z
category,V54,category,PB6Z
modifiedcategory,V54.0,category,PB6Z
modifiedcategory,V54.1,category,PB6Z
modifiedcategory,V54.2,category,PB6Z
modifiedcategory,V54.3,category,PB6Z
modifiedcategory,V54.4,category,PB6Z
modifiedcategory,V54.5,category,PB6Z
modifiedcategory,V54.6,category,PB6Z
modifiedcategory,V54.7,category,PB6Z
modifiedcategory,V54.9,category,PB6Z
category,V55,category,PB6Z
modifiedcategory,V55.0,category,PB6Z
modifiedcategory,V55.1,category,PB6Z
modifiedcategory,V55.2,category,PB6Z
modifiedcategory,V55.3,category,PB6Z
modifiedcategory,V55.4,category,PB6Z
modifiedcategory,V55.5,category,PB6Z
modifiedcategory,V55.6,category,PB6Z
modifiedcategory,V55.7,category,PB6Z
modifiedcategory,V55.9,category,PB6Z
category,V56,category,PB6Z
modifiedcategory,V56.0,category,PB6Z
modifiedcategory,V56.1,category,PB6Z
modifiedcategory,V56.2,category,PB6Z
modifiedcategory,V56.3,category,PB6Z
modifiedcategory,V56.4,category,PB6Z
modifiedcategory,V56.5,category,PB6Z
modifiedcategory,V56.6,category,PB6Z
modifiedcategory,V56.7,category,PB6Z
modifiedcategory,V56.9,category,PB6Z
category,V57,category,PB6Z
modifiedcategory,V57.0,category,PB6Z
modifiedcategory,V57.1,category,PB6Z
modifiedcategory,V57.2,category,PB6Z
modifiedcategory,V57.3,category,PB6Z
modifiedcategory,V57.4,category,PB6Z
modifiedcategory,V57.5,category,PB6Z
modifiedcategory,V57.6,category,PB6Z
modifiedcategory,V57.7,category,PB6Z
modifiedcategory,V57.9,category,PB6Z
category,V58,category,PB6Z
modifiedcategory,V58.0,category,PB6Z
modifiedcategory,V58.1,category,PB6Z
modifiedcategory,V58.2,category,PB6Z
modifiedcategory,V58.3,category,PB6Z
modifiedcategory,V58.4,category,PB6Z
modifiedcategory,V58.5,category,PB6Z
modifiedcategory,V58.6,category,PB6Z
modifiedcategory,V58.7,category,PB6Z
modifiedcategory,V58.9,category,PB6Z
category,V59,category,PB6Z
category,V59.0,category,PB6Z
category,V59.1,category,PB6Z
category,V59.2,category,PB6Z
category,V59.3,category,PB6Z
category,V59.4,category,PB6Z
category,V59.5,category,PB6Z
category,V59.6,category,PB6Z
category,V59.8,category,PB6Z
category,V59.9,category,PB6Z
block,V60-V69,category,PB6Z
category,V60,category,PB6Z
modifiedcategory,V60.0,category,PB6Z
modifiedcategory,V60.1,category,PB6Z
modifiedcategory,V60.2,category,PB6Z
modifiedcategory,V60.3,category,PB6Z
modifiedcategory,V60.4,category,PB6Z
modifiedcategory,V60.5,category,PB6Z
modifiedcategory,V60.6,category,PB6Z
modifiedcategory,V60.7,category,PB6Z
modifiedcategory,V60.9,category,PB6Z
category,V61,category,PB6Z
modifiedcategory,V61.0,category,PB6Z
modifiedcategory,V61.1,category,PB6Z
modifiedcategory,V61.2,category,PB6Z
modifiedcategory,V61.3,category,PB6Z
modifiedcategory,V61.4,category,PB6Z
modifiedcategory,V61.5,category,PB6Z
modifiedcategory,V61.6,category,PB6Z
modifiedcategory,V61.7,category,PB6Z
modifiedcategory,V61.9,category,PB6Z
category,V62,category,PB6Z
modifiedcategory,V62.0,category,PB6Z
modifiedcategory,V62.1,category,PB6Z
modifiedcategory,V62.2,category,PB6Z
modifiedcategory,V62.3,category,PB6Z
modifiedcategory,V62.4,category,PB6Z
modifiedcategory,V62.5,category,PB6Z
modifiedcategory,V62.6,category,PB6Z
modifiedcategory,V62.7,category,PB6Z
modifiedcategory,V62.9,category,PB6Z
category,V63,category,PB6Z
modifiedcategory,V63.0,category,PB6Z
modifiedcategory,V63.1,category,PB6Z
modifiedcategory,V63.2,category,PB6Z
modifiedcategory,V63.3,category,PB6Z
modifiedcategory,V63.4,category,PB6Z
modifiedcategory,V63.5,category,PB6Z
modifiedcategory,V63.6,category,PB6Z
modifiedcategory,V63.7,category,PB6Z
modifiedcategory,V63.9,category,PB6Z
category,V64,category,PB6Z
modifiedcategory,V64.0,category,PB6Z
modifiedcategory,V64.1,category,PB6Z
modifiedcategory,V64.2,category,PB6Z
modifiedcategory,V64.3,category,PB6Z
modifiedcategory,V64.4,category,PB6Z
modifiedcategory,V64.5,category,PB6Z
modifiedcategory,V64.6,category,PB6Z
modifiedcategory,V64.7,category,PB6Z
modifiedcategory,V64.9,category,PB6Z
category,V65,category,PB6Z
modifiedcategory,V65.0,category,PB6Z
modifiedcategory,V65.1,category,PB6Z
modifiedcategory,V65.2,category,PB6Z
modifiedcategory,V65.3,category,PB6Z
modifiedcategory,V65.4,category,PB6Z
modifiedcategory,V65.5,category,PB6Z
modifiedcategory,V65.6,category,PB6Z
modifiedcategory,V65.7,category,PB6Z
modifiedcategory,V65.9,category,PB6Z
category,V66,category,PB6Z
modifiedcategory,V66.0,category,PB6Z
modifiedcategory,V66.1,category,PB6Z
modifiedcategory,V66.2,category,PB6Z
modifiedcategory,V66.3,category,PB6Z
modifiedcategory,V66.4,category,PB6Z
modifiedcategory,V66.5,category,PB6Z
modifiedcategory,V66.6,category,PB6Z
modifiedcategory,V66.7,category,PB6Z
modifiedcategory,V66.9,category,PB6Z
category,V67,category,PB6Z
modifiedcategory,V67.0,category,PB6Z
modifiedcategory,V67.1,category,PB6Z
modifiedcategory,V67.2,category,PB6Z
modifiedcategory,V67.3,category,PB6Z
modifiedcategory,V67.4,category,PB6Z
modifiedcategory,V67.5,category,PB6Z
modifiedcategory,V67.6,category,PB6Z
modifiedcategory,V67.7,category,PB6Z
modifiedcategory,V67.9,category,PB6Z
category,V68,category,PB6Z
modifiedcategory,V68.0,category,PB6Z
modifiedcategory,V68.1,category,PB6Z
modifiedcategory,V68.2,category,PB6Z
modifiedcategory,V68.3,category,PB6Z
modifiedcategory,V68.4,category,PB6Z
modifiedcategory,V68.5,category,PB6Z
modifiedcategory,V68.6,category,PB6Z
modifiedcategory,V68.7,category,PB6Z
modifiedcategory,V68.9,category,PB6Z
category,V69,category,PB6Z
category,V69.0,category,PB6Z
category,V69.1,category,PB6Z
category,V69.2,category,PB6Z
category,V69.3,category,PB6Z
category,V69.4,category,PB6Z
category,V69.5,category,PB6Z
category,V69.6,category,PB6Z
category,V69.8,category,PB6Z
category,V69.9,category,PB6Z
block,V70-V79,category,PB6Z
category,V70,category,PB6Z
modifiedcategory,V70.0,category,PB6Z
modifiedcategory,V70.1,category,PB6Z
modifiedcategory,V70.2,category,PB6Z
modifiedcategory,V70.3,category,PB6Z
modifiedcategory,V70.4,category,PB6Z
modifiedcategory,V70.5,category,PB6Z
modifiedcategory,V70.6,category,PB6Z
modifiedcategory,V70.7,category,PB6Z
modifiedcategory,V70.9,category,PB6Z
category,V71,category,PB6Z
modifiedcategory,V71.0,category,PB6Z
